data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15
0.000718208114292273,0.0007559613142844423,0.000899323385707768,0.001563924385725321,0.0009686490000042666,0.0011135071285700957,0.0014319166857083994,0.0029159275714274765,0.0014213770714289109,0.001675310771421729,0.002236022142876339,0.005047416142936397,0.0025018462856366695,0.003891471857205033,0.008716140285583346
0.0006971178428502754,0.0007617198571596028,0.0009363051142842907,0.001557786300013374,0.0009659131000018013,0.0011123244714274603,0.0014226342000100494,0.002870511142703306,0.0014038309571416383,0.001677157242848937,0.0022538488571132932,0.005020085428675105,0.0024968784285842307,0.003885299857107124,0.008598331285757013
0.0006977365571323649,0.000792651971419608,0.0009147995571422923,0.0016671954857052436,0.0009623510000029846,0.001126313214290089,0.0014745438857186985,0.0028676160000031814,0.0014496787857164496,0.0016772836571492787,0.002243951714231766,0.005018886571467322,0.002512650571381008,0.003918103285666023,0.00870886942854018
0.0007395450857085441,0.000762250114282194,0.0009016366571387541,0.0016864644857123494,0.0009623801285716971,0.0011293228571386343,0.0014293626714248343,0.0028685578571665767,0.0014137615857097055,0.0016990146999929234,0.0022569595714698417,0.005030839999921487,0.00250083128580757,0.003872974857055981,0.008584754428676596
0.000709842485716633,0.0007587551285728945,0.0009017196428612805,0.0015659345285717532,0.0009614168999999362,0.0011186305000030969,0.0014132619142931486,0.0028716449999150683,0.001482614800009677,0.0016823219428520782,0.0022403021429532343,0.005036641285654955,0.0024919442857416077,0.003877340142997647,0.008692637999941195
0.0007042026000064133,0.0007543700714346154,0.0008982363285696401,0.0015677827571468825,0.0009639685571393265,0.0011192502857136008,0.0014128340571436897,0.002869344999947186,0.0014067666000004725,0.0016934215285665621,0.0022449007144730005,0.005024854571342336,0.002504030714293809,0.003874094999960757,0.008592325857108726
0.0007032362285702091,0.000765145871430702,0.0008995137142898915,0.001557255214271468,0.0010226516999952895,0.0011167594571431566,0.0014126087571411127,0.0028688415713674785,0.001496520628570579,0.001681194171434202,0.0022386391428465555,0.005041118714226676,0.002783006428508088,0.0038877059999919894,0.008585801857157743
0.000698916385715295,0.0008312305571328449,0.0008969820142873296,0.0015593586428606484,0.0009935691142870513,0.0011162590571329929,0.0014179816428638462,0.0028598397141987725,0.0014080923428492886,0.0016749598857214941,0.002241918142868339,0.005062824714280266,0.0025073779999677625,0.003916790142788419,0.00857125299991042
0.0006966249285698204,0.0007860248428603102,0.0008988910285739362,0.0015573347857072285,0.0009647395428619348,0.001111534928578684,0.0014149679571440045,0.0028747377142177093,0.0016053738285804035,0.0016798207857147125,0.0022397028571659967,0.005015452000162831,0.00250364671436338,0.003897542714257725,0.008586079143154035
0.0007053570571422045,0.0007686460285746892,0.0009006912714269544,0.0015546806857122907,0.0009668341571481765,0.0011136561285737636,0.0014077282999974809,0.0028876524287209447,0.0014158056285731228,0.0016916439857200853,0.0022445215714729525,0.005018068285758741,0.002490778428618796,0.003899090857095351,0.00860000385728199
0.0007002370714243235,0.0008146029571403882,0.0008973927571454883,0.0015551959999970026,0.0009771077285653778,0.0011116666857103284,0.0014321459857164882,0.002902884428622201,0.0014183926571443278,0.0016804161428590305,0.0022470615716052374,0.005006581857035468,0.0025630597143234423,0.0039024371428448444,0.00859689885708836
0.0007212958714226261,0.0007624601999913077,0.0009119639285740309,0.001558293071425786,0.0009684637142844232,0.001137949771422427,0.0014227503714334619,0.002863034428529708,0.0014151893285785002,0.0016856225571495347,0.0022423405714965027,0.005026343142796707,0.0025275781428042267,0.003895583285733924,0.008993771571466433
0.0006966837857201296,0.0007732985714184387,0.0008991670571433912,0.0015551478857357454,0.0009612660142759394,0.0011177449000034747,0.0014329158857165436,0.0028584512856988506,0.0014083204571423787,0.0016734508142856482,0.0022517132857215725,0.0050129137141630056,0.0024929875713340668,0.0038762825713326626,0.008623406000052845
0.0006966260142923732,0.0008385960999959415,0.0009329951285700581,0.0017299809857088673,0.0009679301571450196,0.001115112585714087,0.0014246237428576153,0.0028636465713913948,0.0014089332000003197,0.0017174557285699328,0.002281999000032166,0.005027538999898493,0.002527939857100137,0.0038876967142069977,0.008597288428572937
0.0006964185571497573,0.0007634963143001576,0.0010921985428514224,0.0015571051428477014,0.0009711493571438561,0.0011179857428568148,0.001415132214281974,0.0028687572858429383,0.0014078153142888497,0.001691869014292024,0.002243640714358272,0.005008329142749841,0.002524098285690083,0.003892820714307683,0.00867730585708549
