data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15
0.00011888634999881366,0.0001446145885707145,0.00022623914284797917,0.0007358125428685786,0.00012063402571698785,0.00019596919998626357,0.00040497740000552897,0.0019062672571412156,0.00013441371428697104,0.00027627787141994175,0.0007827448571333662,0.0036233602855021935,0.00026008067145344936,0.00069175925714496,0.00384621671417595
0.00013699522571405395,0.0001446569342881308,0.00022978538572455623,0.0007401885857190271,0.00012080540142986657,0.00019802540000195482,0.00040598198571907627,0.001979251400002145,0.00013458896857170786,0.00027746101427224593,0.0007829044428737168,0.0036238072857460273,0.00025902137140344295,0.0006943219714199326,0.0038312524286032257
0.0001343945114291273,0.000145190524285759,0.00022984997142339126,0.0007575214142811352,0.00012059246714343318,0.00019774298570285153,0.00040761307143007537,0.0019039778142718466,0.00013417893714338008,0.0002753315999954274,0.0007795875714260287,0.003623287428636104,0.0002612344571389258,0.0006907556857082195,0.003961134571914694
0.00011268324857062129,0.00014740748428656455,0.00022810168570140376,0.0007389847000096259,0.00012064649428689986,0.00020510708570613392,0.0004060639857114958,0.001892383899997055,0.00013439642571361869,0.00027567975714503387,0.0007803368856964101,0.003624547285393679,0.0002603926142744188,0.0006912550713999995,0.004033050713894357
0.00011263506285613403,0.0001445003885700966,0.0002406419000056173,0.0007413682857046036,0.0001212434542864295,0.00019718457143088537,0.00041518602857000325,0.0018837608999872047,0.00013409593142984833,0.00027719312857204517,0.000780441871428463,0.003627899857237935,0.000259753728551524,0.0007141571428926129,0.003901514714151355
0.00011312404857183408,0.00014378268285820793,0.00022761567143191185,0.0007386216142830172,0.0001204628428568997,0.0001973658857085476,0.00040505220000133183,0.0018869751428553304,0.00013394752142734692,0.0002786724285605097,0.000781298857132372,0.0036975901425882643,0.0002600846714506458,0.0007036926571412811,0.003840867428308619
0.00011285127285851299,0.0001438376085724615,0.0002365354285741757,0.0007418705571409581,0.00012147150714382795,0.00019654714286194316,0.0004111699857000661,0.0018884898285697481,0.00013413220571403922,0.0002763705571331749,0.0007832326571390565,0.00379360428545624,0.0002589451142786337,0.0006936251857550815,0.003844218714262492
0.0001137206957159963,0.00014404166285780125,0.0002265665142913349,0.0007410772714148542,0.00012048803142720966,0.0001991174142874245,0.0004084927571405258,0.0018884026714367792,0.00013400360571353564,0.0002890367142806229,0.0007816572428647696,0.0036347687142967646,0.0002586026000125067,0.0007005165142971757,0.003847889999992081
0.00011279243428642595,0.00014468472857177923,0.00022747961427584026,0.000744808385730721,0.00012075519999988111,0.00019908282859250903,0.00040577808570482635,0.0018905313714141293,0.00013398616857011802,0.0002789087428661463,0.0007820762714171516,0.0036304212855507753,0.00025870592858908434,0.0006921145285845602,0.003857627428702212
0.0001128568714301634,0.00014350409571447278,0.00022726235715007145,0.000735977842855001,0.00012047706142849556,0.00019741032856316972,0.0004113149571432067,0.0018943388857047207,0.00013400040285861385,0.0002762653000037452,0.0007804757999755176,0.0036534447144783502,0.00025892572859967394,0.0006956964285678364,0.0038957381429749406
0.00011328406285777288,0.00014513603857152962,0.00022729242856647553,0.000734362557131265,0.0001203934700012074,0.00019744707144231401,0.00040357150001052233,0.0018877990714390761,0.0001341541614275359,0.00027566477142473947,0.0007836958714261917,0.0036283818569167385,0.00025964714285718014,0.0006920808714182514,0.0038508152856957167
0.00011311145571442986,0.0001437699000001885,0.0002263648428821138,0.0007342753714266499,0.00012053994000057824,0.00019756815713896817,0.00040457077141452046,0.0018874215857109188,0.0001341496371431276,0.0002774808142733361,0.0007902469999805492,0.0036382182858817813,0.0002620210285697665,0.000694121728551441,0.003843161428646584
0.00011246187285869383,0.0001477599542862403,0.00022811859999118106,0.000736890514298076,0.0001200807914287517,0.00019756161428189704,0.00040341288570614,0.0018891808999968427,0.0001352021871425677,0.0002760391571625535,0.0007829186857228966,0.0036320361430158044,0.00025943787146492724,0.0006920797713932449,0.0038474462856538595
0.00011251770142864968,0.0001440667999999797,0.00022812614285586667,0.0007345128714306546,0.00012183972285628051,0.000197764871434109,0.0004208667999898483,0.0018865123143020485,0.00013407442857112204,0.00027587717143718953,0.0007811062571376429,0.0036319750000257042,0.000274479171427499,0.0006926523571268523,0.003837220000069855
0.00011223722428549082,0.00014334645999978032,0.00022760132857365534,0.0007383429142895952,0.00012047393428510986,0.00019614815713638175,0.0004046606714255176,0.0018894607285702867,0.00013405951571268296,0.0002767600999962139,0.0007825489856934707,0.003661478571261146,0.0002616050857219047,0.000691913657123223,0.0038352554288160587
